Recipe Name,Cusine,Dish Type,INGREDIENTS,Preparation Time,Cooking Time,Preparation Steps,Cooking Steps,Img URL,Total Time
Capsicum Masala,Indian,Vegetable Dish,"BELL PEPPERS, ONION, TOMATO, GINGER, GARLIC, GREEN CHILIES, CUMIN, RED CHILI POWDER, TURMERIC, GARAM MASALA, SALT, OIL",20,25,"1. Chop 2-3 capsicums (bell peppers) into pieces. 2. In a pan, heat 2 tbsp oil, add 1 tsp cumin seeds, and let them splutter. 3. Add 1 chopped onion and saute until golden brown. 4. Add 1 tsp ginger-garlic paste and saute for 1 minute. 5. Add 2 chopped tomatoes and cook until soft. 6. Add 1/2 tsp turmeric, 1 tsp red chili powder, and salt to taste. Stir and cook for 2 minutes.","1. Add the chopped capsicum pieces to the pan, stir well, and cook for 5-7 minutes. 2. Add 1 tsp garam masala and cook for 2 more minutes. 3. Garnish with fresh coriander leaves and serve hot with roti or rice.",https://cdn2.foodviva.com/static-content/food-images/curry-recipes/capsicum-masala-curry/capsicum-masala-curry.jpg,45
Drumstick Curry,Indian,Vegetable Dish,"DRUMSTICK, ONION, TOMATO, GINGER, GARLIC, GREEN CHILIES, RED CHILI POWDER, TURMERIC, GARAM MASALA, SALT, OIL",30,40,"1. Peel and chop 4-5 drumsticks into 2-inch pieces. 2. In a pan, heat 2 tbsp oil, add 1 tsp cumin seeds, and let them splutter. 3. Add 1 chopped onion and saute until golden brown. 4. Add 1 tsp ginger-garlic paste and saute for 1 minute. 5. Add 2 chopped tomatoes and cook until soft. 6. Add 1/2 tsp turmeric, 1 tsp red chili powder, and salt to taste. Stir and cook for 2 minutes.",1. Add the drumstick pieces and cook for 10 minutes. 2. Add 1/2 cup water and simmer for 15 minutes. 3. Add 1 tsp garam masala and cook for another 5 minutes. 4. Garnish with fresh coriander leaves and serve hot with roti or rice.,https://www.indianhealthyrecipes.com/wp-content/uploads/2019/12/drumstick-curry-recipe.jpg,70
Butter Chicken,Indian,Chicken Dish,"CHICKEN, BUTTER, CREAM, ONION, TOMATO, GINGER, GARLIC, CASHEWS, RED CHILI POWDER, TURMERIC, GARAM MASALA, SALT, OIL",30,45,"1. Cut 500g chicken into cubes. 2. In a bowl, mix 1 tbsp red chili powder, 1/2 tsp turmeric, 1 tsp garam masala, and salt. Marinate the chicken with this mixture for 30 minutes. 3. In a pan, heat 2 tbsp oil, add 1 chopped onion, and saute until golden brown. 4. Add 1 tsp ginger-garlic paste and saute for 1 minute. 5. Add 2 chopped tomatoes and cook until soft.","1. Grind 8-10 cashews into a smooth paste. 2. Add the cashew paste to the pan, cook for 3 minutes. 3. Add 1/2 tsp red chili powder, 1/2 tsp garam masala, and salt to taste. Stir and cook for 2 minutes. 4. Add the marinated chicken and cook for 10 minutes. 5. Add 1/2 cup cream and cook for 5 minutes. 6. Garnish with fresh coriander leaves and serve hot with naan or rice.",https://www.indianhealthyrecipes.com/wp-content/uploads/2022/07/chicken-butter-masala-recipe.jpg,75
Chicken Tikka Masala,Indian,Chicken Dish,"CHICKEN, YOGURT, ONION, TOMATO, GINGER, GARLIC, GREEN CHILIES, RED CHILI POWDER, TURMERIC, GARAM MASALA, CORIANDER POWDER, SALT, OIL",35,50,"1. Marinate 500g chicken with 1/2 cup yogurt, 1 tsp red chili powder, 1/2 tsp turmeric, 1 tsp garam masala, and salt. Rest for 30 minutes. 2. In a pan, heat 2 tbsp oil, add 1 chopped onion, and saute until golden brown. 3. Add 1 tsp ginger-garlic paste and saute for 1 minute. 4. Add 2 chopped tomatoes and cook until soft.","1. Add 1 tsp coriander powder, 1/2 tsp red chili powder, 1/2 tsp garam masala, and salt. Stir and cook for 2 minutes. 2. Add the marinated chicken and cook for 15 minutes. 3. Add 1/2 cup cream and cook for another 5 minutes. 4. Garnish with fresh coriander leaves and serve hot with naan or rice.",https://www.indianhealthyrecipes.com/wp-content/uploads/2022/06/chicken-tikka-masala.jpg,85
Chicken Curry,Indian,Chicken Dish,"CHICKEN, ONION, TOMATO, GINGER, GARLIC, GREEN CHILIES, RED CHILI POWDER, TURMERIC, GARAM MASALA, CORIANDER POWDER, SALT, OIL",40,60,"1. Cut 500g chicken into pieces. 2. In a pan, heat 2 tbsp oil, add 1 chopped onion, and saute until golden brown. 3. Add 1 tsp ginger-garlic paste and saute for 1 minute. 4. Add 2 chopped tomatoes and cook until soft.","1. Add 1 tsp coriander powder, 1/2 tsp red chili powder, 1/2 tsp turmeric, and salt to taste. Stir and cook for 2 minutes. 2. Add the chicken pieces and cook for 10 minutes. 3. Add 1/2 cup water and cook for 15 minutes. 4. Add 1 tsp garam masala and cook for 5 more minutes. 5. Garnish with fresh coriander leaves and serve hot with roti or rice.",https://www.whiskaffair.com/wp-content/uploads/2021/10/Andhra-Chicken-Curry-2-3.jpg,100
Chicken Chettinad,Indian,Chicken Dish,"CHICKEN, ONION, TOMATO, GINGER, GARLIC, GREEN CHILIES, RED CHILI POWDER, TURMERIC, CHETTINAD MASALA, COCONUT, SALT, OIL",50,70,"1. Cut 500g chicken into pieces. 2. In a pan, heat 2 tbsp oil, add 1 chopped onion, and saute until golden brown. 3. Add 1 tsp ginger-garlic paste and saute for 1 minute. 4. Add 2 chopped tomatoes and cook until soft. 5. Add 2 tbsp Chettinad masala and cook for 2 minutes.",1. Add the chicken pieces and cook for 10 minutes. 2. Add 1/4 cup grated coconut and cook for 5 more minutes. 3. Add 1/2 cup water and cook for 15 minutes. 4. Garnish with fresh coriander leaves and serve hot with rice or roti.,https://www.whiskaffair.com/wp-content/uploads/2020/09/Chicken-Chettinad-Curry-2-3.jpg,120
Kadai Chicken,Indian,Chicken Dish,"CHICKEN, ONION, TOMATO, GINGER, GARLIC, GREEN CHILIES, RED CHILI POWDER, TURMERIC, CORIANDER POWDER, CUMIN POWDER, GARAM MASALA, BELL PEPPERS, SALT, OIL",40,50,"1. Cut 500g chicken into pieces. 2. In a pan, heat 2 tbsp oil, add 1 chopped onion, and saute until golden brown. 3. Add 1 tsp ginger-garlic paste and saute for 1 minute. 4. Add 2 chopped tomatoes and cook until soft. 5. Add 1/2 tsp turmeric, 1 tsp red chili powder, 1/2 tsp coriander powder, and salt to taste. Stir and cook for 2 minutes.",1. Add 1 sliced bell pepper and cook for 3 minutes. 2. Add the chicken pieces and cook for 10 minutes. 3. Add 1 tsp garam masala and cook for another 5 minutes. 4. Garnish with fresh coriander leaves and serve hot with naan or rice.,https://www.whiskaffair.com/wp-content/uploads/2020/09/Kadai-Chicken-2-3.jpg,90
Chicken Korma,Indian,Chicken Dish,"CHICKEN, ONION, TOMATO, GINGER, GARLIC, GREEN CHILIES, YOGURT, ALMONDS, CASHEWS, RED CHILI POWDER, TURMERIC, GARAM MASALA, SALT, OIL",45,60,"1. Cut 500g chicken into pieces. 2. In a pan, heat 2 tbsp oil, add 1 chopped onion, and saute until golden brown. 3. Add 1 tsp ginger-garlic paste and saute for 1 minute. 4. Add 2 chopped tomatoes and cook until soft. 5. Grind 8-10 almonds and 8-10 cashews into a smooth paste with a little water.","1. Add the ground paste to the pan, cook for 3 minutes. 2. Add 1/2 tsp turmeric, 1 tsp red chili powder, and salt to taste. Stir and cook for 2 minutes. 3. Add the chicken pieces and cook for 15 minutes. 4. Add 1/2 cup yogurt and cook for another 5 minutes. 5. Garnish with fresh coriander leaves and serve hot with naan or rice.",https://www.indianhealthyrecipes.com/wp-content/uploads/2022/08/chicken-korma-recipe.jpg,105
Chicken 65,Indian,Chicken Dish,"CHICKEN, YOGURT, GINGER, GARLIC, GREEN CHILIES, RED CHILI POWDER, TURMERIC, CORN FLOUR, RICE FLOUR, SALT, OIL",25,35,"1. Cut 500g chicken into bite-sized pieces. 2. In a bowl, mix 1/2 cup yogurt, 1 tsp red chili powder, 1/2 tsp turmeric, 1 tsp ginger-garlic paste, and salt. Marinate the chicken for 30 minutes. 3. Add 2 tbsp corn flour and 2 tbsp rice flour to the marinated chicken. Mix well.","1. In a pan, heat oil for deep frying. Fry the chicken pieces in batches until golden brown and crispy. 2. Remove the chicken from the oil and drain excess oil on a paper towel. 3. Garnish with fried curry leaves and green chilies. Serve hot as an appetizer or snack.",https://www.indianhealthyrecipes.com/wp-content/uploads/2022/03/chicken-65-restaurant-style.jpg,60
Egg Curry,Indian,Egg Dish,"EGGS, ONION, TOMATO, GINGER, GARLIC, GREEN CHILIES, RED CHILI POWDER, TURMERIC, CORIANDER POWDER, GARAM MASALA, SALT, OIL",30,40,"1. Boil 4 eggs, peel and set aside. 2. In a pan, heat 2 tbsp oil, add 1 chopped onion, and saute until golden brown. 3. Add 1 tsp ginger-garlic paste and saute for 1 minute. 4. Add 2 chopped tomatoes and cook until soft. 5. Add 1/2 tsp turmeric, 1 tsp red chili powder, 1/2 tsp coriander powder, and salt to taste. Stir and cook for 2 minutes.",1. Add 1/2 cup water and cook for 5 minutes. 2. Add the boiled eggs and cook for 10 minutes. 3. Add 1 tsp garam masala and cook for 5 more minutes. 4. Garnish with fresh coriander leaves and serve hot with roti or rice.,https://www.indianhealthyrecipes.com/wp-content/uploads/2022/04/egg-curry-recipe.jpg,70
Egg Bhurji,Indian,Egg Dish,"EGGS, ONION, TOMATO, GREEN CHILIES, GINGER, GARLIC, RED CHILI POWDER, TURMERIC, CORIANDER POWDER, GARAM MASALA, SALT, OIL",20,30,"1. Heat 2 tbsp oil in a pan. Add 1 chopped onion and saute until golden brown. 2. Add 1 tsp ginger-garlic paste and saute for 1 minute. 3. Add 1 chopped tomato and cook until soft. 4. Add 1/2 tsp turmeric, 1 tsp red chili powder, 1/2 tsp coriander powder, and salt to taste. Stir for 2 minutes.","1. Break 4 eggs into the pan and scramble them. 2. Cook for 5-7 minutes, stirring occasionally. 3. Add 1 tsp garam masala and cook for 2 more minutes. 4. Garnish with fresh coriander leaves and serve hot with roti or bread.",https://spicecravings.com/wp-content/uploads/2023/03/Egg-Bhurji-Featured-1-500x500.jpg,50
Mutton Curry,Indian,Mutton Dish,"MUTTON, ONION, TOMATO, GINGER, GARLIC, GREEN CHILIES, RED CHILI POWDER, TURMERIC, CORIANDER POWDER, GARAM MASALA, SALT, OIL",50,70,"1. Cut 500g mutton into pieces. 2. In a pressure cooker, heat 2 tbsp oil, add 1 chopped onion and saute until golden brown. 3. Add 1 tsp ginger-garlic paste and saute for 1 minute. 4. Add 2 chopped tomatoes and cook until soft. 5. Add 1/2 tsp turmeric, 1 tsp red chili powder, 1 tsp coriander powder, and salt to taste. Stir and cook for 2 minutes.","1. Add the mutton pieces and cook for 10 minutes. 2. Add 1/2 cup water and pressure cook for 30 minutes or until the mutton is tender. 3. Open the cooker, add 1 tsp garam masala, and cook for 5 more minutes. 4. Garnish with fresh coriander leaves and serve hot with roti or rice.",https://www.currytrail.in/wp-content/uploads/2017/06/Black-pepper-mutton-curry_2.jpg,120
Mutton Rogan Josh,Indian,Mutton Dish,"MUTTON, ONION, TOMATO, GINGER, GARLIC, GREEN CHILIES, RED CHILI POWDER, TURMERIC, CINNAMON, CLOVES, CARDAMOM, YOGURT, SALT, OIL",60,90,"1. Cut 500g mutton into pieces. 2. In a pan, heat 2 tbsp oil, add 1 chopped onion, and saute until golden brown. 3. Add 1 tsp ginger-garlic paste and saute for 1 minute. 4. Add 2 chopped tomatoes and cook until soft. 5. Add 1/2 tsp turmeric, 1 tsp red chili powder, 2-3 cardamom, 2-3 cloves, and 1 cinnamon stick. Stir and cook for 2 minutes.",1. Add the mutton pieces and cook for 10 minutes. 2. Add 1/2 cup yogurt and cook for another 15 minutes. 3. Add 1/2 cup water and cook for 30 minutes or until the mutton is tender. 4. Garnish with fresh coriander leaves and serve hot with naan or rice.,https://static.toiimg.com/thumb/53192600.cms?width=1200&height=900,150
Keema Matar,Indian,Mutton Dish,"MINCED MUTTON, ONION, TOMATO, GREEN CHILIES, GINGER, GARLIC, RED CHILI POWDER, TURMERIC, CORIANDER POWDER, GARAM MASALA, PEAS, SALT, OIL",40,50,"1. In a pan, heat 2 tbsp oil, add 1 chopped onion, and saute until golden brown. 2. Add 1 tsp ginger-garlic paste and saute for 1 minute. 3. Add 2 chopped tomatoes and cook until soft. 4. Add 1/2 tsp turmeric, 1 tsp red chili powder, 1 tsp coriander powder, and salt to taste. Stir and cook for 2 minutes.",1. Add 500g minced mutton and cook for 10 minutes. 2. Add 1/2 cup peas and cook for 10 minutes. 3. Add 1 tsp garam masala and cook for another 5 minutes. 4. Garnish with fresh coriander leaves and serve hot with roti or rice.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8Nd6ltf3jggU7MDISL9-weMgvuNLz9NkA9Q&s,90
Mutton Korma,Indian,Mutton Dish,"MUTTON, ONION, TOMATO, GINGER, GARLIC, GREEN CHILIES, YOGURT, ALMONDS, CASHEWS, RED CHILI POWDER, TURMERIC, GARAM MASALA, SALT, OIL",50,70,"1. Cut 500g mutton into pieces. 2. In a pan, heat 2 tbsp oil, add 1 chopped onion, and saute until golden brown. 3. Add 1 tsp ginger-garlic paste and saute for 1 minute. 4. Add 2 chopped tomatoes and cook until soft. 5. Grind 8-10 almonds and 8-10 cashews into a smooth paste with a little water.","1. Add the ground paste to the pan, cook for 3 minutes. 2. Add 1/2 tsp turmeric, 1 tsp red chili powder, and salt to taste. Stir and cook for 2 minutes. 3. Add the mutton pieces and cook for 10 minutes. 4. Add 1/2 cup yogurt and cook for another 15 minutes or until the mutton is tender. 5. Garnish with fresh coriander leaves and serve hot with naan or rice.",https://static.toiimg.com/thumb/52554168.cms?imgsize=572669&width=800&height=800,120
Fish Curry (South Indian Style),Indian,Seafood Dish,"FISH, ONION, TOMATO, GINGER, GARLIC, GREEN CHILIES, RED CHILI POWDER, TURMERIC, TAMARIND, COCONUT, MUSTARD SEEDS, SALT, OIL",45,60,"1. Cut 500g fish fillets into pieces. 2. In a pan, heat 2 tbsp oil, add 1 tsp mustard seeds and wait for them to splutter. 3. Add 1 chopped onion, saute until golden brown. 4. Add 1 tsp ginger-garlic paste and saute for 1 minute. 5. Add 2 chopped tomatoes and cook until soft.","1. Add 1/2 tsp turmeric, 1 tsp red chili powder, and salt to taste. Stir and cook for 2 minutes. 2. Add 1/4 cup tamarind paste and 1/2 cup grated coconut. Cook for 5 minutes. 3. Add the fish pieces and cook for 10 minutes or until the fish is cooked through. 4. Garnish with fresh coriander leaves and serve hot with rice.",https://www.licious.in/blog/wp-content/uploads/2022/03/shutterstock_1891229335-min.jpg,105
Fish Curry (North Indian Style),Indian,Seafood Dish,"FISH, ONION, TOMATO, GINGER, GARLIC, GREEN CHILIES, RED CHILI POWDER, TURMERIC, CORIANDER POWDER, GARAM MASALA, SALT, OIL",45,60,"1. Cut 500g fish fillets into pieces. 2. In a pan, heat 2 tbsp oil, add 1 chopped onion and saute until golden brown. 3. Add 1 tsp ginger-garlic paste and saute for 1 minute. 4. Add 2 chopped tomatoes and cook until soft. 5. Add 1/2 tsp turmeric, 1 tsp red chili powder, 1 tsp coriander powder, and salt to taste. Stir and cook for 2 minutes.",1. Add the fish pieces and cook for 10 minutes. 2. Add 1/2 cup water and cook for 10 more minutes. 3. Add 1 tsp garam masala and cook for 5 more minutes. 4. Garnish with fresh coriander leaves and serve hot with rice.,https://www.licious.in/blog/wp-content/uploads/2022/03/shutterstock_1891229335-min.jpg,105
Prawn Masala,Indian,Seafood Dish,"PRAWNS, ONION, TOMATO, GINGER, GARLIC, GREEN CHILIES, RED CHILI POWDER, TURMERIC, CORIANDER POWDER, GARAM MASALA, SALT, OIL",35,45,"1. Clean and de-vein 500g prawns. 2. In a pan, heat 2 tbsp oil, add 1 chopped onion and saute until golden brown. 3. Add 1 tsp ginger-garlic paste and saute for 1 minute. 4. Add 2 chopped tomatoes and cook until soft. 5. Add 1/2 tsp turmeric, 1 tsp red chili powder, 1 tsp coriander powder, and salt to taste. Stir and cook for 2 minutes.",1. Add the prawns and cook for 5-7 minutes. 2. Add 1 tsp garam masala and cook for 3 more minutes. 3. Garnish with fresh coriander leaves and serve hot with rice or roti.,https://www.whiskaffair.com/wp-content/uploads/2023/02/Shrimp-Masala-2-3.jpg,80
Goan Prawn Curry,Indian,Seafood Dish,"PRAWNS, ONION, TOMATO, GINGER, GARLIC, GREEN CHILIES, COCONUT MILK, RED CHILI POWDER, TURMERIC, CORIANDER POWDER, TAMARIND, SALT, OIL",45,60,"1. Clean and de-vein 500g prawns. 2. In a pan, heat 2 tbsp oil, add 1 chopped onion and saute until golden brown. 3. Add 1 tsp ginger-garlic paste and saute for 1 minute. 4. Add 2 chopped tomatoes and cook until soft. 5. Add 1/2 tsp turmeric, 1 tsp red chili powder, and salt to taste. Stir and cook for 2 minutes.",1. Add 1/2 cup coconut milk and cook for 5 minutes. 2. Add the prawns and cook for 5-7 minutes or until they are cooked through. 3. Add 1 tbsp tamarind paste and cook for 2 more minutes. 4. Garnish with fresh coriander leaves and serve hot with rice.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhu8gkk0yx21Dr2nf5z8UKLJA8VklryBZpfg&s,105
Samosa,Indian,Snack,"POTATO, PEAS, ONION, GREEN CHILIES, GINGER, GARLIC, GARAM MASALA, CUMIN, FENNEL SEEDS, RED CHILI POWDER, TURMERIC, CORIANDER POWDER, SALT, OIL, SAMOSA PASTRY SHEETS",45,60,"1. Boil 4-5 potatoes and mash them. 2. Heat 2 tbsp oil in a pan, add 1 tsp cumin seeds, 1 tsp fennel seeds, and let them splutter. 3. Add 1 chopped onion, 1 tsp ginger-garlic paste, and saute until golden brown. 4. Add 1/2 cup peas, 1/2 tsp turmeric, 1 tsp red chili powder, 1 tsp coriander powder, 1 tsp garam masala, and salt to taste. Cook for 5 minutes.","1. Add the mashed potatoes to the mixture, stir well, and cook for 5 more minutes. 2. Let the filling cool. 3. Stuff the samosa pastry sheets with the filling and fold them into triangular shapes. 4. Deep fry the samosas in hot oil until golden brown. Serve hot with tamarind chutney or green chutney.",https://www.indianhealthyrecipes.com/wp-content/uploads/2021/12/samosa-recipe.jpg,105
Aloo Tikki,Indian,Snack,"POTATO, ONION, GREEN CHILIES, GINGER, GARAM MASALA, RED CHILI POWDER, TURMERIC, CORIANDER POWDER, SALT, OIL",30,45,"1. Boil 4-5 potatoes and mash them. 2. Heat 1 tbsp oil in a pan, add 1 chopped onion, and saute until golden brown. 3. Add 1 tsp ginger-garlic paste, 1-2 chopped green chilies, 1/2 tsp turmeric, 1 tsp red chili powder, 1 tsp garam masala, 1 tsp coriander powder, and salt to taste. Stir for 2 minutes.","1. Add the mashed potatoes to the pan, stir and cook for 5 minutes. 2. Let the mixture cool, then shape it into round or flat tikkis. 3. Shallow fry the tikkis in oil until golden brown on both sides. Serve with green chutney and tamarind chutney.",https://sinfullyspicy.com/wp-content/uploads/2023/03/1-1.jpg,75
Kachori,Indian,Snack,"REFINED FLOUR, MOONG DAL, ONION, CUMIN, CORIANDER POWDER, RED CHILI POWDER, GARAM MASALA, FENNEL SEEDS, SALT, OIL",45,60,"1. Soak 1/2 cup lentils for 30 minutes. 2. Grind the lentils into a coarse paste. 3. Heat 2 tbsp oil in a pan, add 1 tsp cumin seeds, 1 tsp fennel seeds, and let them splutter. 4. Add 1 chopped onion, saute until golden brown. 5. Add 1/2 tsp red chili powder, 1 tsp coriander powder, 1 tsp garam masala, and salt to taste.","1. Add the lentil paste to the pan, stir well and cook for 5 minutes. 2. Let the filling cool. 3. Roll the dough into small balls, stuff with the filling, and form into round shapes. 4. Deep fry the kachoris in hot oil until golden brown. Serve with green chutney or tamarind chutney.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqO0ieyO6huc4rGemgOq5lK5L-66kFU7BwPA&s,105
Pani Puri,Indian,Snack,"PANI PURI SHELLS, POTATO, CHICKPEAS, TAMARIND CHUTNEY, MINT LEAVES, CORIANDER, GREEN CHILIES, GINGER, CUMIN POWDER, BLACK SALT, RED CHILI POWDER, SALT",30,40,"1. Boil 4-5 potatoes and mash them. 2. Boil 1/2 cup chickpeas and mash them. 3. Mix the mashed potatoes and chickpeas with 1 tsp cumin powder, 1/2 tsp black salt, and salt to taste. 4. Fill the puris with the mixture.","1. For the water, blend a handful of mint leaves, coriander leaves, 1-2 green chilies, 1 tsp ginger, and tamarind chutney. Add 1/2 tsp cumin powder, 1/2 tsp red chili powder, and salt to taste. 2. Fill each puri with the flavored water and serve immediately.",https://cdn1.foodviva.com/static-content/food-images/snacks-recipes/pani-puri/pani-puri.jpg,70
Sev Puri,Indian,Snack,"PANI PURI SHELLS, POTATO, ONION, TOMATO, SEV, GREEN CHUTNEY, TAMARIND CHUTNEY, CHAAT MASALA, CORIANDER, SALT",30,40,"1. Boil 4-5 potatoes and mash them. 2. Finely chop 1 onion and 1 tomato. 3. Spread the puris on a plate and top with mashed potatoes, chopped onions, and tomatoes.","1. Drizzle green chutney, tamarind chutney, and sprinkle sev, chaat masala, and salt. 2. Garnish with coriander leaves and serve immediately.",https://www.spiceupthecurry.com/wp-content/uploads/2015/05/sev-puri-1.jpg,70
Bhel Puri,Indian,Snack,"PUFFED RICE, SEV, ONION, TOMATO, CUCUMBER, POMEGRANATE, CORIANDER, TAMARIND CHUTNEY, GREEN CHUTNEY, CHAAT MASALA, SALT",30,40,"1. In a large bowl, mix 2 cups puffed rice, 1/2 cup sev, 1 chopped onion, 1 chopped tomato, and 1/2 chopped cucumber. 2. Add 1/4 cup pomegranate and chopped coriander leaves.","1. Add 2 tbsp tamarind chutney, 2 tbsp green chutney, 1/2 tsp chaat masala, and salt to taste. Mix well and serve immediately.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Indian_cuisine-Chaat-Bhelpuri-03.jpg/1200px-Indian_cuisine-Chaat-Bhelpuri-03.jpg,70
Ragda Pattice,Indian,Snack,"POTATO, WHITE PEAS, ONION, GINGER, GARLIC, GREEN CHILIES, TOMATO, CHAAT MASALA, RED CHILI POWDER, TURMERIC, TAMARIND CHUTNEY, GREEN CHUTNEY, SALT",45,60,"1. Soak 1/2 cup white peas overnight and boil them. 2. Boil 4-5 potatoes and mash them. 3. Heat 2 tbsp oil in a pan, add 1 chopped onion, 1 tsp ginger-garlic paste, and saute until golden brown. 4. Add 2 chopped tomatoes and cook until soft. 5. Add 1/2 tsp turmeric, 1 tsp red chili powder, and salt to taste.","1. Add the boiled peas to the pan and cook for 10 minutes. 2. Shape the mashed potatoes into patties and shallow fry them. 3. Serve the patties topped with the ragda and chutneys. Garnish with chopped onions, coriander leaves, and sev.",https://www.cookwithmanali.com/wp-content/uploads/2019/07/Ragda-Patties.jpg,105
Pav Bhaji,Indian,Snack,"POTATO, TOMATO, ONION, GREEN CHILIES, GINGER, GARLIC, PAV BHAJI MASALA, RED CHILI POWDER, TURMERIC, CORIANDER POWDER, CUMIN POWDER, BUTTER, PAV, SALT",45,60,"1. Boil 4-5 potatoes and mash them. 2. Heat 2 tbsp butter in a pan, add 1 chopped onion, 1 tsp ginger-garlic paste, and saute until golden brown. 3. Add 2 chopped tomatoes, 1 chopped green chili, and cook until soft. 4. Add 1/2 tsp turmeric, 1 tsp red chili powder, 1 tsp coriander powder, and salt to taste. Stir for 2 minutes.","1. Add the mashed potatoes and mix well. 2. Add 1 tsp pav bhaji masala and 1/2 cup water. Let it cook for 10 minutes. 3. Toast the pavs with butter and serve with the bhaji, topped with chopped onions and coriander.",https://www.cookwithmanali.com/wp-content/uploads/2018/05/Best-Pav-Bhaji-Recipe.jpg,105
Vada Pav,Indian,Snack,"POTATO, ONION, GREEN CHILIES, GINGER, GARLIC, RED CHILI POWDER, TURMERIC, CORIANDER POWDER, PAV, CHUTNEY, SALT, OIL",30,45,"1. Boil 4-5 potatoes and mash them. 2. Heat 1 tbsp oil in a pan, add 1 chopped onion, and saute until golden brown. 3. Add 1 tsp ginger-garlic paste, 1-2 chopped green chilies, 1/2 tsp turmeric, 1 tsp red chili powder, 1 tsp coriander powder, and salt to taste. Stir well.","1. Add the mashed potatoes to the mixture, stir and cook for 5 minutes. 2. Let the mixture cool and shape it into round balls. 3. Dip the balls in a batter made of flour and deep fry them. 4. Serve the vada inside pav with chutneys.",https://ministryofcurry.com/wp-content/uploads/2024/06/vada-pav-3.jpg,75
Onion Pakora,Indian,Snack,"ONION, GRAM FLOUR, RICE FLOUR, RED CHILI POWDER, CUMIN, CORIANDER, SALT, OIL",30,40,"1. Slice 2 onions thinly and place them in a bowl. 2. Add 1 cup besan, 1/4 cup rice flour, 1/2 tsp red chili powder, 1/2 tsp cumin seeds, and salt to taste. 3. Add chopped coriander leaves and mix well.",1. Add water little by little to make a batter. 2. Heat oil in a pan and deep fry the batter in small portions until golden brown. Serve hot with chutney.,https://www.whiskaffair.com/wp-content/uploads/2020/07/Onion-Pakoda-2-3.jpg,70
Potato Pakora,Indian,Snack,"POTATO, GRAM FLOUR, RICE FLOUR, RED CHILI POWDER, CUMIN, TURMERIC, CORIANDER, SALT, OIL",30,40,"1. Boil 4-5 potatoes and mash them. 2. Add 1 cup besan, 1/4 cup rice flour, 1/2 tsp red chili powder, 1/2 tsp cumin seeds, 1/2 tsp turmeric, and salt to taste. 3. Add chopped coriander leaves and mix well.",1. Shape the mixture into round or oval balls. 2. Heat oil in a pan and deep fry the pakoras until golden brown. Serve with chutney.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUwE1IwSFvi4QssLhYHq9N_H65ggnGPBKVWg&s,70
Bread Pakora,Indian,Snack,"BREAD, POTATO, ONION, GREEN CHILIES, GINGER, GARLIC, RED CHILI POWDER, TURMERIC, CORIANDER POWDER, SALT, GRAM FLOUR, OIL",30,40,"1. Boil 4-5 potatoes and mash them. 2. Heat 1 tbsp oil in a pan, add 1 chopped onion, and saute until golden brown. 3. Add 1 tsp ginger-garlic paste, 1-2 chopped green chilies, 1/2 tsp red chili powder, 1/2 tsp turmeric, 1 tsp coriander powder, and salt to taste. Stir well.",1. Stuff the bread slices with the mashed potato mixture. 2. Dip the stuffed bread in a besan batter and deep fry until golden brown. Serve hot with chutney.,https://static.toiimg.com/photo/84629641.cms,70
Paneer Pakora,Indian,Snack,"PANEER, GRAM FLOUR, RICE FLOUR, RED CHILI POWDER, CUMIN, CORIANDER, SALT, OIL",30,40,"1. Cut 200g paneer into cubes. 2. In a bowl, mix 1 cup besan, 1/4 cup rice flour, 1/2 tsp red chili powder, 1/2 tsp cumin seeds, and salt to taste. 3. Add chopped coriander leaves and mix.",1. Dip the paneer cubes in the batter and deep fry them in hot oil until golden brown. Serve with chutney.,https://www.indianhealthyrecipes.com/wp-content/uploads/2016/06/paneer-pakoda.jpg,70
Spinach Pakora,Indian,Snack,"SPINACH, GRAM FLOUR, RICE FLOUR, RED CHILI POWDER, CUMIN, TURMERIC, SALT, OIL",30,40,"1. Wash and chop a bunch of spinach leaves. 2. In a bowl, add 1 cup besan, 1/4 cup rice flour, 1/2 tsp red chili powder, 1/2 tsp cumin seeds, 1/2 tsp turmeric, and salt to taste. 3. Add the chopped spinach leaves and mix well.",1. Add water little by little to make a batter. 2. Heat oil in a pan and deep fry spoonfuls of the batter until golden brown. Serve hot with chutney.,https://www.indianhealthyrecipes.com/wp-content/uploads/2021/01/palak-pakoda-spinach-pakora.jpg,70
Dahi Puri,Indian,Snack,"PANI PURI SHELLS, POTATO, YOGURT, TAMARIND CHUTNEY, GREEN CHUTNEY, CHAAT MASALA, RED CHILI POWDER, CORIANDER, SALT",30,40,1. Boil 4-5 potatoes and mash them. 2. Fill the puris with mashed potatoes and arrange them on a plate.,"1. Drizzle yogurt, tamarind chutney, and green chutney on the puris. 2. Sprinkle chaat masala, red chili powder, and salt. Garnish with coriander leaves and serve immediately.",https://ministryofcurry.com/wp-content/uploads/2022/07/Dahi-Puri_-3.jpg,70
